id,level,sr_no,raw,kanji,hiragana,meaning,hint,sentence,supporting_word_1,supporting_word_2,page_no
1683,N2,138,裏切る＊,裏切る,うらぎる,"To betray, to turn traitor to",①味方、敵にする ②期待/ 約束と違う,,,(①味方、敵にする ②期待/ 約束と違う),52.0
1684,N2,139,売り上げ＊,売り上げ,うりあげ,"amount sold, sales, proceeds",,この店の売り上げは去年より増えました。,この店の,は去年より増えました。,124.0
1685,N2,140,売り買い＊,売り買い,うりかい,"trade, buying and selling",品物を売って貰えるお金,一日の売り買い金を計算する,一日の,金を計算する(品物を売って貰えるお金),39.0
1686,N2,141,売り切れる＊,売り切れる,うりきれる,to be sold out,,コンサートのチケットはすぐに売り切れる～ました。,コンサートのチケットはすぐに,～ました。,124.0
1687,N2,142,売り出す＊,売り出す,うりだす,"to put on the market, to put out for sale",,この新製品は来週に売り出す～されます。,この新製品は来週に,～されます。,124.0
1688,N2,143,売れ行き＊,売れ行き,うれゆき,"sales, demand",売り出し≈ セール (売り始め) (９月に I-phone 15 が売り出される,この店の売れ行きは好評です。,この店の,は好評です。(売り出し≈ セール (売り始め) (９月に I-phone 15 が売り出される),124.0
1689,N2,144,上書き＊,上書き,うわがき,"superscription (on a letter, parcel, etc.), address",,夏/冬は ビールの上書き,夏/冬は ビールの,,37.0
1690,N2,145,うんざり＊＊,うんざり,うんざり,"boring, being fed up with​",だんだん嫌いになる,,,(だんだん嫌いになる),64.0
1691,N2,146,うんと＊＊,うんと,うんと,"a great deal, very much",話す言葉だけ,,,(話す言葉だけ),66.0
1692,N2,147,栄養,栄養,えいよう,"Nutrition, nourishment",,野菜は良い栄養源です。,野菜は良い,源です。,22.0
1693,N2,148,餌+,餌,えさ,"(animal) feed, fodder, pet food",,,,,21.0
1694,N2,149,偉い,偉い,えらい,"Great, excellent, admirable, important, famous",師匠,,,(師匠),52.0
1695,N2,150,得る①,得る,える,"To get, to earn, to acquire",,,,,34.0
1696,N2,151,追い掛ける＊,追い掛ける,おいかける,"to chase, to run after",,子犬は尾っぽを追い掛ける～ています。,子犬は尾っぽを,～ています。,126.0
1697,N2,152,追い越す＊,追い越す,おいこす,"To pass (e.g. Car), to overtake​",,他の車を追い越す前に注意が必要です。,他の車を,前に注意が必要です。,126.0
1698,N2,153,追い出す＊,追い出す,おいだす,"to expel, to drive out",,彼は悪い生徒を学校から追い出す～ました。,彼は悪い生徒を学校から,～ました。,126.0
1699,N2,154,追い付く＊,追い付く,おいつく,"To catch up (with), to draw level",,彼女は速く走っても、彼には追い付く～えませんでした。,彼女は速く走っても、彼には,～えませんでした。,126.0
1700,N2,155,大いに,大いに,おおいに,"very, very much, greatly",たくさんの固いスピーチ,,,(たくさんの固いスピーチ),66.0
1701,N2,156,大雑把(な),大雑把,おおざっぱ,"rough (estimate, summary, etc.), broad, general",not precised,,,(not precised),44.0
1702,N2,157,大家①,大家,おおや,"landlord, landlady",,,,,86.0
1703,N2,158,大凡,大凡,お(お)よそ,"about, roughly, approximately​",だいたい,,,(だいたい),63.0
1704,N2,159,拝む,拝む,おがむ,"To press the palms and fingers of both hands together, to do reverence (e.g. Before a statue of the buddha)",,,,,51.0
1705,N2,160,～置き,～置き,～おき,"every ..., every other ..., at intervals of …",,,,,118.0
1706,N2,161,お札,お札,おさつ,"bill, note (currency)",,,,,22.0
1707,N2,162,治まる,治まる,おさまる,"To die down (storm, anger, conflict, etc.), to calm down",修理、間違い,,,(修理、間違い),54.0
1708,N2,163,惜しい,惜しい,おしい,"regrettable, disappointing",,,,,50.0
1709,N2,164,御辞儀,御辞儀,おじぎ,"bow, bowing​",,,,,49.0
1710,N2,165,襁褓,襁褓,おしめ,Change a diper,,新生児は襁褓に包まれています。,新生児は,に包まれています。,18.0
1711,N2,166,お尻,お尻,おしり,"bottom, buttocks",,,,,18.0
1712,N2,167,恐らく～だろう＊,恐らく～だろう,おそらく～だろう,Probably～,,,,,70.0
1713,N2,168,教わる,教わる,おそわる,"To be taught, to learn",,,,,30.0
1714,N2,169,穏やか(な),穏やか,おだやか,"calm, quiet, gentle",,,,,44.0
1715,N2,170,落ち込む＊,落ち込む,おちこむ,"to feel down, to feel sad",,,,,50.0
1716,N2,171,落ち着いている＊,落ち着いている,おちついている,"to calm down, to compose oneself",,,,,44.0
1717,N2,172,脅かす,脅かす,おどかす,"to threaten, to menace, to intimidate",,,,,52.0
1718,N2,173,大人しい,大人しい,おとなしい,"gentle, quiet, mild",,,,,44.0
1719,N2,174,各々,各々,おのおの,Each,,,,,64.0
1720,N2,175,負ぶう,負ぶう,おぶう,Put the diper on the baby,,母親は赤ちゃんを負ぶう～ています。,母親は赤ちゃんを,～ています。,18.0
1721,N2,176,覚え,覚え,おぼえ,"memory, sense, experience",マスターする、身につける,覚えがある (記憶) がいい (早い)、が悪い(遅い),,がある (記憶) がいい (早い)、が悪い(遅い)(マスターする、身につける),133.0
1722,N2,177,溺れる,溺れる,おぼれる,"to struggle in the water, to sink below the surface and become unable to breathe",,,,,20.0
1723,N2,178,お襁褓,お襁褓,おむつ,"diaper, nappy",,お母さんはお襁褓に赤ちゃんを入れました。,お母さんは,に赤ちゃんを入れました。,18.0
1724,N2,179,思い掛けず＊,思い掛けず,おもいがけず,"unexpectedly, surprisingly",予想していなかった,スピーチコンテストで思い掛けず,スピーチコンテストで,(予想していなかった),68.0
1725,N2,180,思いがけなく＊,思いがけなく,おもいがけなく,"unexpected, contrary to expectations",思わなかった,,,(思わなかった),68.0
1726,N2,181,思い切って＊,思い切って,おもいきって,"Boldly, decisively, daringly",勇気を出して〜する、大きいことを決める,好きな人に思い切って告白する。,好きな人に,告白する。(勇気を出して〜する、大きいことを決める),68.0
1727,N2,182,思い切り＊,思い切り,おもいきり,"as much as one wants, with all one's strength",100%の力で,父に思い切り叱られた。,父に,叱られた。(100%の力で),68.0
1728,N2,183,思い込む＊,思い込む,おもいこむ,"To be convinced (that), to be under the impression (that)",強く信じる,私はサンタクロースがいると思い込む〜でいる。,私はサンタクロースがいると,〜でいる。(強く信じる),126.0
1729,N2,184,思い付く＊,思い付く,おもいつく,"to think of, to hit upon",心、頭に思い浮ぶ,いいアイデアを思い付く。,いいアイデアを,。(心、頭に思い浮ぶ),126.0
1730,N2,185,思い遣りがある＊,思い遣りがある,おもいやりがある,"consideration, thoughtfulness",他の人の気持ち,,,(他の人の気持ち),44.0
1731,N2,186,主に,主に,おもに,"mainly, primarily",,大学で主に経済を勉強した。,大学で,経済を勉強した。,67.0
1732,N2,187,思わず,思わず,おもわず,"unconsciously, involuntarily, instinctively, reflexively, spontaneously",〜するつもりはなかったけど,痛くて思わず叫んだ。,痛くて,叫んだ。(〜するつもりはなかったけど),68.0
1733,N2,188,親指,親指,おやゆび,Thumb,,,,,54.0
1734,N2,189,凡そ,凡そ,およそ,"about, roughly, approximately​",,,,,63.0
1735,N2,190,下ろす,下ろす,おろす,"to take down, to bring down, to lower (a hand, flag, shutter, etc.)",,彼は荷物を車から下ろす～ました。,彼は荷物を車から,～ました。,22.0
1736,N2,191,負んぶ,負んぶ,おんぶ,"carrying (someone) on one's back (esp. a child), piggyback ride",,父親は子供を負んぶしています。,父親は子供を,しています。,18.0
1737,N2,192,～化,～化,～か,"change to ..., becoming …",,,,,117.0
1738,N2,193,～外,～外,～がい,"outside ..., beyond …",,,,,116.0
1739,N2,194,開会,開会,かいかい,opening of a meeting,,,,,83.0
1740,N2,195,買い換える＊,買い換える,かいかえる,o replace by buying something new,,古いテレビを新しいものと買い換える～ました。,古いテレビを新しいものと,～ました。,14.0
1741,N2,196,会議,会議,かいぎ,"A meeting, conference, session, council",,,,,32.0
1742,N2,197,改行,改行,かいぎょう,"new line, new paragraph",,,,,36.0
1743,N2,198,会計,会計,かいけい,"accounting, finance, account",,,,,83.0
1744,N2,199,会合,会合,かいごう,"meeting, assembly, gathering",,,,,83.0
1745,N2,200,開始,開始,かいし,"Start, beginning",,,,,35.0
1746,N2,201,会場,会場,かいじょう,"assembly hall, meeting place",,,,,83.0
1747,N2,202,外食,外食,がいしょく,Eating outside,,,,,22.0
1748,N2,203,海水浴,海水浴,かいすいよく,"Swimming in the ocean, sea bathing",,夏になると海水浴に行きたいです。,夏になると,に行きたいです。,20.0
1749,N2,204,～階建て＊,～階建て,～かいだて,n-storied building,,,,,12.0
1750,N2,205,快適(な),快適,かいてき,"Comfortable, pleasant, agreeable",気持ちが良い、便利、愛することに使いません,このホテルの部屋はとても快適です。,このホテルの部屋はとても,です。(気持ちが良い、便利、愛することに使いません),
1751,N2,206,回覧板,回覧板,かいらんばん,"circular notice (esp. in binder form, passed around households within a neighbourhood association, etc.)",,学校から回覧板が配布されました。,学校から,が配布されました。,13.0
1752,N2,207,却って,却って,かえって,"on the contrary, rather, instead",,,,,71.0
1753,N2,208,顔色,顔色,かおいろ,Complexion,,,,,54.0
1754,N2,209,顔が利く＊,顔が利く,かおがきく,to have a lot of influence (in),"あの店に信用があるから(chef, owner の知り合い) 、無理が言える",あの店には顔が利く,あの店には,"(あの店に信用があるから(chef, owner の知り合い) 、無理が言える)",129.0
1755,N2,210,顔が広い＊,顔が広い,かおがひろい,"well connected, well known",知り合いが多い,彼は政界(政治の世界)には顔が広い,彼は政界(政治の世界)には,(知り合いが多い),129.0
1756,N2,211,家屋,家屋,かおく,"house, building",,,,,86.0
1757,N2,212,顔を貸す＊,顔を貸す,かおをかす,to grant a person a moment,頼まれて人に会う、頼まれて人に話を聞きためにある人に会う,彼はチャリティーイベントに顔を貸す～ました。,彼はチャリティーイベントに,～ました。(頼まれて人に会う、頼まれて人に話を聞きためにある人に会う),129.0
1758,N2,213,顔を出す＊,顔を出す,かおをだす,"to turn up, to make an appearance",出席する(最初から最後までいない) ,あ(パーティー、飲み会、会議)に ② 妻が風邪を引いてしまったので、飲み会にちょっと顔を出して、帰ります。顔を出す,あ(パーティー、飲み会、会議)に ② 妻が風邪を引いてしまったので、飲み会にちょっと顔を出して、帰ります。,(出席する(最初から最後までいない) ),129.0
1759,N2,214,画家,画家,がか,"Painter, artist",,,,,86.0
1760,N2,215,抱える,抱える,かかえる,"To hold in one's arms, to have (problems, debts, etc.), to take on (a responsibility)",,,,,48.0
1761,N2,216,価格,価格,かかく,"A price, cost",,この製品の価格は高すぎます。,この製品の,は高すぎます。,17.0
1762,N2,217,踵+,踵,かかと,"heel (of foot, shoe, stocking, etc.)",,,,,54.0
1763,N2,218,掛かる,掛かる,かかる,"to take (a resource, e.g. time or money)",,,,,
1764,N2,219,書き込む＊,書き込む,かきこむ,"to fill in (field, entry, etc.), to fill out (form)",①空いているスペースに書く ②決まっている場所に書く,,,(①空いているスペースに書く ②決まっている場所に書く),
1765,N2,220,書き留める＊,書き留める,かきとめる,"to write down, to make a note of",書いて残して置く,講義の内容をメモに書き留める～ました。,講義の内容をメモに,～ました。(書いて残して置く),127.0
1766,N2,221,掻く,掻く,かく,"to scratch, to perspire",,犬は首を掻く～ているときに可愛く見えます。,犬は首を,～ているときに可愛く見えます。,
1767,N2,222,各～,各～,かく～,each ～,,,,,114.0
1768,N2,223,学者,学者,がくしゃ,"scholar, academic, scientist",,,,,80.0
1769,N2,224,学習,学習,がくしゅう,"Study, learning, tutorial",,,,,80.0
